,Date,PHIA,VOW3,INGA,CS,OR,DTE,BMW,KER,BAS,SAN,AI,VIV,ENEL,KNEBV,IBE,VNA,ENI,ALV,RI,SIE,AMS,SAN_MC,DG,ABI,SU,LIN,EL,ADYEN,FP,DPW,BNP,ENGI,AD,MUV2,CRH,ISP,ADS,BN,DAI,BAYN,SAF,DB1,SAP,ASML,AIR,MC
124,1995-09-15,5.873142,,2.627434,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801975,,7.510677,,3.2833550000000002,0.339953,,5.934947,,,,,,,,
125,1995-09-18,5.843253,,2.621838,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8138949999999996,,7.484780000000001,,3.2833550000000002,0.345038,,5.916556,,,,,,,,
126,1995-09-19,5.8581970000000005,,2.641425,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8258120000000004,,7.458881,,3.263843,0.344256,,5.948738,,,,,,,,
127,1995-09-20,5.932917,,2.661013,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.790057,,7.717869,,3.157798,0.345431,,5.934947,,,,,,,,
128,1995-09-21,6.037529,,2.644225,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7423839999999995,,7.95096,,3.252059,0.337996,,5.930349,,,,,,,,
129,1995-09-22,5.917975,,2.613443,1.09025,,,,,,,,,,,,,,,,,,,,,,,,,,,3.611281,,7.769669,,3.157798,0.333304,,5.760253,,,,,,,,
130,1995-09-25,5.917975,,2.605051,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.647036,,7.769669,,3.240278,0.323524,,5.774046,,,,,,,,
131,1995-09-26,5.962808,,2.627434,1.09025,,,,,,,,,,,,,,,,,,,,,,,,,,,3.658954,,7.743767,,3.240278,0.332522,,5.746462999999999,,,,,,,,
132,1995-09-27,5.843253,,2.605051,1.09025,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53977,,7.769669,,3.240278,0.334086,,5.594755,,,,,,,,
133,1995-09-28,5.813363,,2.593859,1.062295,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5040160000000005,,7.795566,,3.240278,0.323524,,5.613144,,,,,,,,
134,1995-09-29,5.932917,,2.599455,1.062295,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5040160000000005,,7.821464999999999,,3.240278,0.327827,,5.576366999999999,,,,,,,,
135,1995-10-02,5.873142,,2.602248,1.09025,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5040160000000005,,7.795566,,3.240278,0.327434,,5.576366999999999,,,,,,,,
136,1995-10-03,5.798419,,2.593859,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4682589999999998,,7.743767,,3.240278,0.33017199999999997,,5.636131,,,,,,,,
137,1995-10-04,5.738641,,2.5966549999999997,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.527851,,7.8473630000000005,,3.240278,0.32469499999999996,,5.636131,,,,,,,,
138,1995-10-05,5.634032,,2.582664,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5636080000000003,,7.769669,,3.20493,0.32195999999999997,,5.622339,,,,,,,,
139,1995-10-06,5.648976,,2.568676,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.575526,,7.821464999999999,,3.20493,0.322349,,5.636131,,,,,,,,
140,1995-10-09,5.439755,,2.551885,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.515933,,7.8473630000000005,,3.20493,0.319221,,5.594755,,,,,,,,
141,1995-10-10,5.1857,,2.546289,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5040160000000005,,7.8732619999999995,,3.20493,0.310612,,5.622339,,,,,,,,
142,1995-10-11,5.350089,,2.563077,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.492096,,7.795566,,3.20493,0.3157,,5.6545190000000005,,,,,,,,
143,1995-10-12,5.4995330000000004,,2.574272,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.515933,,7.8732619999999995,,3.20493,0.320392,,5.576366999999999,,,,,,,,
144,1995-10-13,5.4995330000000004,,2.593859,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5040160000000005,,7.769669,,3.134232,0.325088,,5.668312,,,,,,,,
145,1995-10-16,5.42481,,2.5910599999999997,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.480178,,7.769669,,3.134232,0.32000300000000004,,5.622339,,,,,,,,
146,1995-10-17,5.365033,,2.577068,1.118205,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4444239999999997,,7.821464999999999,,3.134232,0.316871,,5.571771,,,,,,,,
